Name, Address, Zip, City
Immobiliare Roma Centro , via Due Macelli 97, 00187, Roma
PROFESSIONECASA BRAVETTA PISANA, VIA di BRAVETTA 325, 325, Roma
Tiziana Rizzo, Via Albalonga 40, 00183, Roma
Del Monte Marta, Via di Figna Filonardi  7, 00197, Roma
BL Case, Via di Valtellina  19, 00151, Roma
Studio Immobiliare Antinori, via di Pallacorda 11/A, 00186, Roma
Gabetti-  Agenzia Ardeatino- Roma, Via Fontanellato  45, 00142, Roma
Studio Tecnico Immobiliare Associato, via Nostra Signora di Lourdes 124, 124, Roma
Affiliato Tecnorete: STUDIO TRIESTE 2 S.R.L., viale Regina Margherita  200/E, 200, Roma
pro.ge.imm.1, Via Giuseppe Sacconi  4b, 00196, Roma
Exedra Immobiliare Srl, Via Raffaele Cappelli 5, 00191, Roma
DIESSE IMMOBILIARE del Geom. Giuseppe Di Stefano, Via A. Catalani 4, 00199, Roma
SP SOLUZIONI IMMOBILIARI, VIA DI TORRE SPACCATA 145, 145, Roma
Affiliato Tecnocasa: IMMOBILIARE TUSCOLANA S.R.L., Viale San Giovanni Bosco 52 123, 123, Roma
URBANSPACE SRL, Via del Porto Fluviale 69/71, 00154, Roma
MONTANARO GROUP, Via Val Trompia  92/94, 00141, Roma
Eurocasa, Viale Odescalchi 6, 00062, Bracciano
ferraguzzo, Via Gaetano Donizetti 24, 00198, Roma
Risorse Immobiliari Agency srl, via Casal del Marmo 496/D, 496, Roma
Investiroma di Federico Mastropaolo, via filippo corridoni 15, 00195, Roma
Fekri Servizi Immobiliari, Via Angelo Olivieri 43, 00122, Roma
Happycasa, Piazza Pio XI 53, 00165, Roma
Esperienza Casa, Via Degli Appennini 52, 00198, Roma
Gagi Immobiliare di Gattabria Giorgio, Via Attilio Ambrosini 176, 176, Roma
CENTRO SERVIZI E CONSULENZE VIGNE NUOVE, VIA VIGNE NUOVE 94, 00139, Roma
tetrix immobiliare, Corso Trieste  130, 130, Roma
Progetim Consulenze Immobiliari, Viale Sacco e Vanzetti 161/c, 161, Roma
Dri Silvia, Via Aristide Leonori  113, 113, Roma
VITALI MEDIAZIONI, Via Armando Armuzzi 6, 00121, Roma
Minutelli Consulenze Immobiliari  di Federica Minutelli, largo olgiata 15, 00123, Roma
SIF Soluzioni Immobiliari , Via della Villa di Lucina  38, 00145, Roma
PuntoCasa, Via Orazio 77, 00040, Pomezia
Case Roma Immobiliare, Via Divigna Stelluti 30, 00191, Roma
Punto Immobiliare Monteverde Nuovo S.r.l., C.ne Gianicolense 330, 330, Roma
GRD CASETTA MATTEI SRL, Largo dei della bitta 16, 00148, Roma
Gabetti Roma Trastevere - Monteverde Vecchio, Via Roma Libera 20, 00153, Roma
Luxho Agency di Sabrina De Cicco, Viale Parioli 44, 00197, Roma
GF  Assistenza Immobiliare di Dott. Giovanni Formicola, Attio Labeone 7, 00175, Roma
Affiliato Tecnorete: IMMOBILIARE DON BOSCO S.R.L., Piazza San Giovanni Bosco    79, 00175, Roma
ARCHIVIA IMMOBILIARE , Via Nomentana Nuova  53, 00138, Roma
Mediazioniroma, Via Benedetto Croce  6, 00142, Roma
LB Casa, Via Nicola Da Guardia Grele 59, 00133, Roma
Studio Immobiliare Sampaolo, Clivo Rutario 23, 00152, Roma
Atlantico srl - Ville dei Cesari, Via A. Pizzini   26, 00124, Roma
Gabriella Zazza Immobiliare, Via Dell'Usignolo  15/A, 00161, Roma
Fc Immobiliare di Fabrizio Condò, Via Luigi Settembrini 39, 00012, Montecelio
Immobiliare Zanni, Via F. Menzio  30, 00125, Roma
Affiliato Tecnocasa: STUDIO SAN LORENZO S.R.L., Via Tiburtina  62/64, 00185, Roma
Studio Immobiliare Abitando, Via degli Olmetti, Formello(RM) 5, 00060, Roma
FARNESE STUDIO IMMOBILIARE, VIA DI MONSERRATO  41/42, 00186, Roma
CIN Immobiliare Srl, via Fabio Massimo 57, 00192, Roma
Stefi Case Srls, Corso Matteotti  146, 146, Laziale
Finim Real Estate Srl, Viale Del Tintoretto 88, 00142, Roma
Scelgo Casa Immobiliare, Via Fanciulla di Anzio 7, 00042, Anzio
Le Case del cuore di  A. Bocchetti Sas, Via dell'Orso  36, 00186, Roma
Le Ville Group, viale dei colli portuensi  645, 645, Roma
Alfonsetti Alessandro, Viale Giulio Agricola  39, 00174, Roma
STUDIO VALENTINI, Via del Faro 130, 130, Fiumicino
Gruppo Del Monte, via Crescenzio 43, 00193, Roma
Paolucci Rossana, Circonvallazione Appia   7, 00179, Roma
Regolo Real Estate, Via dei Gracchi 58, 00192, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE JONIO S.R.L., Viale Jonio   374, 374, Roma
Mediocasa Centocelle, Via dei Gerani 4 C-D, 00172, Roma
Angelini Elsa Property Solutions, Largo M.llo DIAZ 13, 00135, Roma
Gal Immobiliare             Gingia Aymerich di Laconi, Piazza Fiume 8, 00187, Roma
Concepth Home, Via Elio Vittorini 41/43, 00144, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE TALENTI 1 S.R.L., VIA UGO OJETTI  26, 00137, Roma
Intermediazioni Immobiliari Sifa srl, Largo Luigi Cossa 25, 00148, Roma
R&S Studio Immobiliare, Via del Casaletto 131, 131, Roma
Sarni Immobiliare, Via Attilio Spaccarelli  46, 00163, Roma
Affiliato Tecnorete : Sviluppo Roma Srl, Largo Guglielmo Mengarini 5, 00149, Roma
Affiliato Tecnocasa: STUDIO COLLI ANIENE VERDEROCCA S.R.L., Viale Sacco e Vanzetti 181, 181, Roma
FLY IMMOBILIARE di cappadocia fabrizio, Via Luciano Manara 47, 00153, Roma
Alessandro Vitale, via Romagnosi 10, 00196, Roma
Toto Alberto Antonio, Piazza di Spagna 9, 00187, Roma
CSI-IMMOBILI srl, Via Franco Sacchetti 9/B, 00137, Roma
TIZIANA SANNA, VIA ANTONIO VIVALDI 10, 00052, Cerveteri
Lodi Immobiliare, via la spezia 77, 00182, Roma
SF Immobiliare, via A. Rendano  17, 00199, Roma
VITTORIA CALTAGIRONE IMMOBILIARE, via G. Antonelli  47, 00197, Roma
Riva Sviluppo Immobiliare, Piazza di Novella  3, 00199, Roma
Studio Immobiliare Service Consulting, Piazza di San Martino ai Monti 2, 00184, Roma
Star Consult Immobiliare Srl, Via Sannio 61, 00183, Roma
Targetcasa di Salvatore Perrella, Viale Opita Oppio 29, 00174, Roma
CASA TUA, Via Alcide De Gasperi  35, 00165, Roma
GRImmobiliare, Via Palumbo  4, 00195, Roma
Urbano Immobiliare, Via Antonio Cantore 17, 00123, Roma
Immobiliare Klemm, Via Giovanni Bovio 15, 00195, Roma
M E M Studio Immobiliare , Viale Antonio Ciamarra  259, 259, Roma
Affiliato Tecnorete: FLEMING S.R.L., VIA FLAMINIA  639 - 639A, 639, Roma
Valerio Angelelli, Via Ronciglione c/o studio Gullotta 3, 00191, Roma
Costruttore Vende, Via Flaminia  1000, 1000, Roma
IMA IMMOBILIARE, Via di San Tarcisio 64, 00178, Roma
CE.MI.Immobiliare, via della lega lombarda 29, 00162, Roma
Servizi Immobiliari, Via Eligio Possenti 46, 00123, Roma
DANIELA DE MARCHI IMMOBILIARE, Viale della Marina  1/3, 00122, Roma
Amabile Immobiliare, Via Federico Paolini 94, 00122, Roma
ACQUIRENTE IMMOBILIARE di VALENTINA DI GIOIA, VIA PORTUENSE 104, 104, Roma
CASA INVEST DI GIUSEPPE SULLUTRONE, Via di Casal Boccone  98, 00137, Roma
G.R.E.I. RE SRL, Via Giuseppe Pisanelli 2, 00196, Roma
Stampone Case S.r.l.s., via montesanto 1, 00195, Roma
Il Metroquadro - Guidonia Villanova   , Via Maremmana 362, 362, Montecelio
nina bianco immobiliare, via Alfieri 14, 00185, Roma
Affiliato Tecnocasa: TRIESTE MEDIAZIONI S.R.L., Corso Trieste   10/a, 00198, Roma
Progetto Casa Borghesiana, Via di Vermicino 129, 129, Roma
ARCHILEX di Niccoli Gianluca, via delle vigne di morena 112, 112, Roma
Affiliato Tecnocasa: IMMOBILIARE TOR PIGNATTARA  SRL, Via Antonio Tempesta   38, 00176, Roma
Affiliato Tecnocasa: STUDIO APPIO LATINO S.R.L., via latina    284/b, 284, Roma
LUXURY RE , Via Gabriele D'Annunzio 100, 100, Roma
Studio Capitale, Viale Capitan Casella 37, 00122, Roma
Che case! di Amato Giuseppe, Via Angela Sorgato  25, 00168, Roma
TDL Immobiliare, Via Umberto Giordano 166, 166, Roma
A.F.I. S.r.l.s., Via Nocera Umbra 113, 113, Roma
Mezzaroma, Via Ugo Ojetti 504, 504, Roma
Nuova Re, Via Luigi Rizzo 44, 00136, Roma
Immobili e consulenze s.r.l.s., Via Nanno 31, 00124, Roma
Stefano Golin Servizi Immobiliari, Via Giuseppe Garibaldi  33, 00067, Morlupo
Stimacasa - Trieste - Salario, V.le Regina Margherita 166, 166, Roma
TEMPOCASA Roma Vigna Clara, Via Flaminia Nuova  233, 233, Roma
Roma Centocelle Casilina, Piazza San Felice Da Cantalice 7, 00172, Roma
DETRA IMMOBILIARE/ASSO ASSO IMMOBILIARE, Via di Villa Chigi  96, 00199, Roma
Intesa Sanpaolo Casa - Agenzia Roma Via Tagliamento, Via Tagliamento  47, 00199, Roma
Casagregory Re, Via delle Alpi 32, 00198, Roma
Multiservizi R.M., via E.T. 0, 00030, Cesareo
Affiliato Tecnocasa: STUDIO VILLA ADA S.R.L., Via Chiana  47/49, 00199, Roma
Affiliato Tecnocasa: STUDIO JONIO 3 S.R.L., Viale Jonio 372, 372, Roma
Azionecasa & Impresa, Via dei Colombi 126, 126, Roma
GEI IMMOBILIARE SRL, piazza della libertà  10, 00192, Roma
Puntocasa, Via Pietro Castrucci 81, 00124, Roma
Brenta srl , Via Brenta  2/A, 00198, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE TIBURTINA S.R.L., VIA TIBURTINA  622, 622, Roma
Ditta Individuale Lucia Polidori Liolli , Via della Bufalotta  845, 845, Roma
immobil project, Viale girolamo Baruffaldi 120, 120, Roma
GRUPPO AURELI AG. ETRURIA, Via Etruria 56, 00183, Roma
Gravina, via oslavia 28, 00195, Roma
Dinamica Servizi Immobiliari, Via Tito Omboni 15, 00147, Roma
Stimacasa - Prati - Eroi, P.le degli Eroi 1/2, 00136, Roma
Consulenza & Servizi, Via Valle Viola  48, 00141, Roma
Giuseppe Papalia, Via Cremuzio Cordo 19 19, 00136, Roma
Affiliato Tecnorete: STUDIO NUOVO SALARIO S.R.L., via seggiano   15/19, 00139, Roma
Affiliato Tecnorete: IMMOBILIARE CASAL DE PAZZI S.R.L.S, VIALE MARX  142, 142, Roma
FE.AL.IMMOBILIARE S.R.L., VIA LUDOVISI 35, 00187, Roma
LOVATOCASA , via dei Colombi   99, 00169, Roma
AFFILIATO TECNOCASA: OSTIA MAR ROSSO 2007 SRL, via Mar Rosso  9, 00122, Roma
Affiliato Tecnorete: BUFALOTTA SRL, Via Dario Niccodemi   90/A, 00137, Roma
Carpi Immobiliare sas, via Taro  37, 00199, Roma
Affiliato Tecnocasa: IMMOBILIARE CLODIO S.R.L., VIALE ANGELICO   51, 00195, Roma
Affiliato Tecnorete: STUDIO NEMORENSE S.R.L., piazza Verbano   20, 00199, Roma
Affiliato Tecnocasa: MEDIAZIONI SAN GIOVANNI S.R.L. SOCIO UNICO, VIA BRITANNIA   42, 00183, Roma
Studio 5, Via Alfonso Rendano  17, 00199, Roma
Affiliato Tecnocasa: STUDIO CASALBERTONE 1  S.R.L., Via Antonio Baldissera    41-43, 00159, Roma
Affiliato Tecnorete: MEDIAZIONI IMMOBILIARI APPIO ALBERONE  SRLS, Viale Furio Camillo 37, 00181, Roma
Soluzione Casa, Via Cremona 39, 00161, Roma
Soluzione Casa, Via Cremona 39, 00161, Roma
GRIMALDI IMMOBILIARE Roma San Giovanni, PIAZZA TUSCOLO 18, 00183, Roma
LS immobiliare, Via Valerio Publicola  35, 00174, Roma
MERIDIANA s.r.l., Via Colonnello Tommaso Masala 42, 00148, Roma
Studio Case, Via di Casalotti 65/E, 00166, Roma
G&G Ingegneria, Via Pietro Bembo 38, 00168, Roma
Punto Immobiliare Cinecitta S.r.l.s, Via Carlo Fadda 31, 00173, Roma
Affiliato Tecnocasa: STUDIO ALESSANDRINO S.R.L., V.le Alessandrino  481, 481, Roma
Affiliato Tecnocasa: COLLI PORTUENSI S.R.L., v.le dei colli portuensi   19, 00151, Roma
Studio Immobiliare, Viale Carlo Tommaso Odescalchi 3, 00147, Roma
G.M.C. Mediare, Via Pizzo Bernina  14, 00141, Roma
Mediocasa Cinecittà Est, Viale Antonio Ciamarra 116, 116, Roma
Fafemi Immobiliare di Fabio Ranghelli, piazzale Filippo il Macedone 30, 00124, Roma
Kish Group, Piazza di Spagna 81, 00187, Roma
Barberini67 Immobiliare, Via Barberini 67, 00187, Roma
2A IMMOBILIARE, Piazza dei prati degli Strozzi  30, 00195, Roma
Finedim Srl, via silvio pellico 10, 00195, Roma
Remax Drive, VIA DI PRISCILLA 104, 104, Roma
Marina Schietroma Ditta Individuale, Via Italo Panattoni 83, 00189, Roma
Muscas immobiliare s.r.l., Viale Castellammare 44, 00054, Fiumicino
Giotto immobiliare, Viale Vasco de Gama  57, 00121, Roma
Maria Vanacore D.I., Viale di Focene 431, 431, Fiumicino
VILMA VIOLANTI IMMOBILIARE, via dei Colombi 132/C-D, 132, Roma
CADIA SRL, LUNGOTEVERE PORTUENSE 176/178, 176, Roma
Immobil...tua, Via Leon Pancaldo 16, 00147, Roma
MA.CA. S.R.L., Via Boezio 6, 00193, Roma
Affiliato Tecnorete: IMMOBILIARE ROSSELLA SRL, Via Giovanni Prati   42, 00040, Marino
Gestioni Immobiliari, Via Antonio Salandra 18, 00187, Roma
Lo Russo Immobiliare, Via Cantoni 8/A, 00055, Ladispoli
Progetto Immobiliare Casa, via Cristoforo Colombo 183, 183, Roma
Affiliato Tecnocasa: GORDIANI MEDIAZIONE S.R.L.S., VIA CASTELFORTE   38, 00171, Roma
Banca D'Italia, Via Nazionale 91, 00100, Roma
AFFILIATO TECNOCASA: T&AM LUCHINO SRL, VIA LUCHINO DAL VERME  185, 185, Roma
Schillaci Simone, viale dei consoli 112, 112, Roma
ScegliCasa Quadraro, via Tuscolana  601 b, 601, Roma
Affiliato Tecnocasa: STUDIO CARDANO S.R.L., via Gerolamo Cardano 36/38, 00146, Roma
Case Investimenti Srls, Piazza Verbano 28, 00199, Roma
De Luca Immobiliare di Patrizio De luca, via teodolfo Mertel 58, 00167, Roma
Giovanna Franco, Via Giovanni Pacini 23, 00198, Roma
ClouCasa, Via Maria Barbara Tosatti 31, 00137, Roma
PROSPERI IMMOBILIARE, via Germanico  42, 00192, Roma
Carbotti & Dioni, Viale Manlio Gelsomini 24/C, 00153, Roma
TEMPOCASA Roma Flaminio, Via Luca Signorelli 7-9, 00196, Roma
Ditta Individuale SM, Via della Bufalotta 128, 128, Roma
INT EMMEDUE IMMOBILIARE s.r.l., Via Ajaccio 1, 00198, Roma
DEA CASA, Via Santo Stefano del Cacco 25/A, 00186, Roma
Stimacasa Tiburtina, Via Tiburtina  597, 597, Roma
Affiliato Tecnorete: BALDUINA IMMOBILIARE S.R.L.S, PIAZZA DELLA BALDUINA   24, 00136, Roma
Cardivan Real Estate, via Bartolomeo Gosio 102, 102, Roma
Affiliato Tecnocasa: AFFILIATA LADISPOLI  SRL, Via Fiume 84, 00055, Ladispoli
Immobiliare Graf srl, Via Arturo Graf  10, 00137, Roma
Teresa Consalvo immobiliare, Via Cesena 40, 00182, Roma
media immobil srl, via s.m. ausiliatrice  61a, 00181, Roma
Petrucci Immobiliare di Christian Petrucci, Via Scribonio Curione 40, 00175, Roma
Gruppo Roma, Via dei Castani  276, 276, Roma
Heimat Immobiliare, Via Roma 122, 122, Pomezia
Affiliato Tecnocasa: STUDIO CENTRO STORICO 2 S.R.L., Corso Vittorio Emanuele II    198, 198, Roma
immobiliare centro, via Boezio 6 6, 00166, Roma
Casaè Immobiliare, Via del Fosso dell'Acqua Mariana  82/E, 00118, Roma
Casaè Immobiliare, Via del Fosso dell'Acqua Mariana  82/E, 00118, Roma
carbone immobiliare, via Savoia 82, 00198, Roma
Kasa & Kase, Via Pio IX  57, 00167, Roma
Immobili Cattaneo, Via Adda 55, 00198, Roma
PETROSELLI Real Estate srls uninominale, Via Lorenzo il Magnifico 97, 00162, Roma
Ideacasa Immobiliare, viale desiderato chietri 101, 101, Roma
CS studio immobiliare, Via Filacciano  24, 00189, Roma
Affiliato Tecnorete: STUDIO TIBURTINA PIETRALATA S.R.L., Via Dei Durantini   382, 382, Roma
PROFESSIONECASA, via cogoleto 67, 00100, Roma
Santacroce Immobiliare, Piazza Costituente 2, 00038, Valmontone
AD IMMOBILIARE, via antonio bertoloni 27, 00197, Roma
Gruppo Erbori Costruzioni, Via P. A. Crevenna,  26, 00135, Roma
Quality Immobiliare Nuova Portuense srl, Via P. Venturi 35, 00149, Roma
SCB BROKER SAS, Corso Vittorio Emanuele II,  284, 284, Roma
Affiliato Tecnocasa: IMMOBILIARE SETTECAMINI SRL, Via Quintiliolo  10, 00131, Roma
Finsea Immobiliare, via Cornelio Nepote 10, 00136, Roma
Massimiliano Pappa Servizi Immobiliari, via valnerina  58, 00199, Roma
Lari Srl, Viale I Maggio 20, 00031, Artena
Affiliato Tecnocasa: STUDIO PARTENOPE S.A.S., Viale Telese   30, 00177, Roma
Gabetti Ag. Tiburtina Colli Aniene , via tiburtina 561, 561, Roma
Socialre immobiliare srls, Via Silvestro II  2c, 00167, Roma
immobilemme s.r.l., Via Guidubaldo del Monte  13, 00197, Roma
GLOBO ROMA IMMOBILIARE SRLS, Via Marco Besso 40, 00191, Roma
FLAVIA CASE DI FLAVIA MAZZOCCA, Piazza Delle Muse  7, 00197, Roma
Vano Casa Immobiliare, Via Filippo Corridoni 11, 00195, Roma
SATURNO immobiliare  ...dal 1972, Largo Saturno  15, 00055, Ladispoli
immobiliare marino 1967 srl, via della vite 27, 00187, Roma
GioScar.  Immobiliare, Via Francesco Fogolla  96, 00126, Roma
GP real estate, via Andrea Sacchi 4, 00196, Roma
Trieste Immobiliare srl, Piazza Verbano 28, 00199, Roma
Josas Immobiliare, Via della Fontanella di Borghese 35, 00186, Roma
TOMMASO SASCARO Agente Immobiliare, Via Giosue' Borsi 25, 00197, Roma
Leonardo Vendite e Finanziamenti Immobiliari Srl, Circonvallazione Casilina  64, 00176, Roma
Rocca Group Real Estate, Piazza di Spagna - Via del Babuino 107, 107, Roma
Gestione Casa, via paolo albera  55, 00181, Roma
Frimm Flaminio - Maxi Home, Via Guglielmo Calderini 6/8, 00196, Roma
LA PRESTIGE RE Srls, Fregene Via Cesenatico   35, 00054, Fiumicino
Siace, Viale Cesare Pavese 410, 410, Roma
Intesa SanPaolo Casa - Agenzia Roma Via Gregorio VII, Via Gregorio VII  220, 220, Roma
Elisa Rachmaninov Studio Immobiliare, via Latina 61, 00179, Roma
Domus Aventino, Piazza Albania  35, 00153, Roma
RICCARDO FABBRI, Via Salvador Dali 14, 00173, Roma
Intermed Consulenze Immobiliari ALESSIA STELLA , Via Santa Maria Ausiliatrice 20, 00181, Roma
Home Service Immobiliare, Via Giacinta Pezzana  21, 00197, Roma
Zerotrenta Servizi Immobiliari di D.D., Via Taranto 21, 00182, Roma
AREA-RE MONTESACRO, Viale Adriatico 30, 00141, Roma
Unica Immobiliare  , Via Roma 69, 00040, Lariano
Affiliato Tecnocasa: IN CASA SRL, Via Cesare Pascarella  33/35, 00153, Roma
RP Progetti di Pasquale Ruocco, via costanzo casana 20, 00121, Roma
Red Houses, Via Tuscia  43, 00191, Roma
Affiliato Tecnocasa: STUDIO SOMALIA 1 S.R.L., V.le Somalia  165/167, 165, Roma
GABETTI AVENTINO Aventino Real Estate srl, Viale Aventino 63, 00153, Roma
STUDIO IMMOBILIARE - Francesco Di Meo, Via dei Corazzieri 76, 00143, Roma
SALIOLA COSTRUZIONI 1928 srl , via Guglielmo Marconi 310, 310, Roma
CasaFree di Marco Piola Caselli, Via Mongardino 7, 00166, Roma
Archidandreaimmobiliare, Via Ceresio  5, 00199, Roma
Lorema Immobiliare di Marina Preciutti, via Giorgio De lullo 130 E, 130, Roma
Gabetti - Agenzia Gianicolense - ROMA, Via di Monte Verde 11 F, 00152, Roma
EMOZIONECASA , V.LE TITO LABIENO 30, 00174, Roma
Flat Studio Immobiliare, Via Teresa De Gubernatis Mannucci 15, 00135, Roma
REMAX URBEST 2, VIA ASCANIO VITOZZI  14, 00128, Roma
Fabbrica Di Stile, Corso Trieste  165, 165, Roma
Deavesta Immobiliare E.A. Srls, Via E. Manfredi  17, 00197, Roma
Affiliato Tecnocasa: CASA TUA S.R.L., Via Portuense   570, 570, Roma
Affiliato Tecnocasa: IMMOBILIARE CASTANI S.R.L., Via dei Castani   248, 248, Roma
Solo Affitti - Agenzia Roma 21, via genzano 175, 175, Roma
Affiliato Tecnorete: NUOVA SERAFICO S.R.L., via luigi lilio 91/93, 00142, Roma
Studio Imm.re F&V Credentino, via Nomentana  873, 873, Roma
Affiliato Tecnocasa: CONSULENZE IMMOBILIARI S.R.L., VIA GAETANO CASATI   14, 00154, Roma
Immobilya, Via Val di Sangro 11, 00141, Roma
Affiliato Tecnocasa: STUDIO IMMOBILIARE FLAMINIO S.R.L., v.le del vignola  68/B, 00196, Roma
Immobiliare Bucciarelli, Viale Parioli 74, 00197, Roma
ROMA AFFITTI IMMOBILIARE , Via Annibale Maria di Francia  88, 00138, Roma
Tutti a Casa Immobiliare, piazza della posta  snc, 00121, Roma
Affiliato Tecnocasa: STUDIO IMMOBILIARE GREGORIO VII S.R.L., Via Gregorio VII  286, 286, Roma
Affiliato Tecnocasa: STUDIO PORTA PIA S.R.L.S, VIA ALESSANDRIA  96, 00198, Roma
Studio GiBi di Gabriella Bartolomeo, Largo Olgiata 15, 00123, Roma
Affiliato Tecnorete: IMMOBILIARE METRO "C" TORRE ANGELA S.R.L., VIA DI TORRENOVA 190, 190, Roma
Affiliato Tecnocasa: ISOLA SACRA 2015 SRLS, VIA DEL FARO   152, 152, Fiumicino
Oikos di De Grazia Sara, Piazza A. Pelosi  9, 00015, Monterotondo
Immobiliare Pepe, Via Ovidio 20, 00193, Roma
houservice sas di Carmela Triolo e C., VIALE RATTO DELLE SABINE 45 45, 00131, Roma
Affiliato Tecnocasa: STUDIO SEICENTO S.R.L., via c. asello  59, 00175, Roma
Affiliato Tecnorete: STUDIO SERENISSIMA S.R.L., Via Tor De' Schiavi  354, 354, Roma
ASI Agency e Servizi Immobiliari S.R.L., Via Messina 46, 00198, Roma
GIUSTINIANA IMMOBILIARE, via cappelletta della giustiniana 63, 00123, Roma
Cicchinelli Case, Via Baldo degli Ubaldi 8, 00165, Roma
Centrale Immobiliare sas, Viale Castellammare 51, 00054, Fiumicino
Agim di Velia Sanzone, via della Selvotta 7/8, 00060, Formello
Italcasaroma srl, Piazza di Cinecitta'  51, 00174, Roma
ITALIMMOBILI SRL, via dei Gracchi  278, 278, Roma
Marvel Affari Immobiliari S.r.l., Via Carlo Calisse 1, 00053, Civitavecchia
GILLET, VIALE PARIOLI 72, 00197, Roma
Affiliato Tecnocasa: STUDIO MONTEVERDE VECCHIO 1 S.R.L., V.le di villa Pamphili  36, 00152, Roma
Egim Costruzioni srl, Via degli Olmetti 44, 00060, Formello
IMMOBILIARE L. & M. DI LIBERATI LUCIANO E MARMONI R, P.ZZA CARLO ALBERTO SCOTTI  12, 00151, Roma
PIPERNO IMMOBILIARE SRL, VIA FRATTINA  73, 00195, Roma
Realty Store Trieste, Via Tagliamento 48/B, 00198, Roma
GIORGIO DESIDERI, via FRANCESCO PALLAVICINI 52, 00149, Roma
DB case, Via Casoria  48/50, 00182, Roma
Rhome Immobiliare, via celimontana  17b, 00184, Roma
Columba Immobiliare, via G. M.Columba 21, 00179, Roma
AREA-RE centro storico, via delle tre cannelle 3, 00187, Roma
Affiliato Tecnocasa: CASA TUA S.R.L., Piazzale caduti della Montagnola  51/52, 00142, Roma
CF Immobiliare, g.rodocanacchi 1, 00054, Fiumicino
Affiliato Tecnocasa: STUDIO ESPERO 2 S.R.L., Via Val D'Ossola  104, 104, Roma
Coldwell Banker Smart Properties, Piazza dei Carracci 1, 00196, Roma
Zerosei Immobiliare, via tommaso da celano  13b, 00179, Roma
Agente Immobiliare Giacomo Costantino, via cassia  496, 496, Roma
Affiliato Tecnocasa: TESTACCIO CASA S.R.L, Via Mastro Giorgio   83, 00153, Roma
Alessandra Luciani, PIAZZA VERBANO 16, 00196, Roma
Affiliato Tecnocasa: STELLA POLARE 2015 S.R.L.S, VIALE PAOLO ORLANDO  26, 00122, Roma
Romeo Raffaella, .. 00, 00175, Roma
Fabio Arani, Via Trionfale 156, 156, Roma
Affiliato Tecnocasa: STUDIO MARCONI 1 S.R.L., Via Oderisi da Gubbio  38, 00146, Roma
FB MEDIAZIONE IMMOBILIARE SRLS - ABITARE IN...CASA SRLS, Viale Dell'Università 27, 00185, Roma
Vivim, Via Tancredi Cartella 39, 00159, Roma
Affiliato Tecnorete: MONTEVERDE 2017 SRL, Via Di Monte Verde 154, 154, Roma
VENDITORE DIRETTO , VIA DI TORVAIANICA ALTA  19, 00040, Ardea
Studio Morelli - Divisione Immobiliare, via giovanni maria lancisi 31, 00161, Roma
Guidi Immobiliare, Via Pietro Sterbini  5, 00153, Roma
Affiliato Tecnocasa: EMME IMMOBILIARE S.R.L., Via M. Menghini  40, 00179, Roma
Navona service, Corso Vittorio Emanuele,II  175, 175, Roma
Affiliato Tecnocasa: A.M. MONTI DI CRETA S.R.L., Via Monti di Creta  87/89, 00167, Roma
SGimmobiliare, Via Renzo da Ceri  118, 118, Roma
PALATINO IMMOBILIARE, via dei fienili 65, 00186, Roma
Stefania Caratelli, Via Giacomo Brogi 28, 00142, Roma
PAOLA GUERRAZ, Via Ferdinando Galiani 49, 00191, Roma
Casaletto Immobiliare, Via Severo Carmignano 32, 00151, Roma
Reflats s.r.l.s., VIA PERUGINO 4, 00196, Roma
SAXA ROSATA, Via degli Olmetti  41, 00060, Formello
Simonetta De Sena, Clivo Rutario 47, 00152, Roma
casadei sas, Piazza Antonio Mancini  4, 00135, Roma
attilio giannini, via luigi capuana 190 190, 190, Roma
Immobiliare Francia 213, C.so di Francia 213, 213, Roma
Punto Immobiliare Dalmata srls, via dei sommozzatori 18, 00143, Roma
Giemme S.r.l., via formellese 9, 00123, Roma
Forlivesi Immobiliare, Circonvallazione Trionfale 4, 00195, Roma
La Cité, via carlo felici 51, 00077, Compatri
Immobiliare SanGiorgio Srl Unipersonale, Via Giulio Roncacci 46, 00067, Morlupo
GL Real Estate, Via Loreto 54, 00036, Palestrina
Immobiliare Santa Teresa S.r.l., Via Francesco Benaglia 1/A, 00153, Roma
Agenir srl, Via Beata Vergine del Carmelo  44, 00144, Roma
IMMOBILIARE COLOSSEO snc, Via Celimontana 22/A, 00184, Roma
BuildingClass, Via Catullo 16, 00193, Roma
CARDUCCI Immobiliare, via giosu&egrave; carducci  24, 00053, Civitavecchia
Studio Immobiliare Arching, Via Saluzzo  63, 00182, Roma
Affiliato Tecnocasa: MEDIAZIONI CONCA D'ORO S.R.L., VIA VALSAVARANCHE   65, 00141, Roma
Affiliato Tecnocasa: STUDIO PORTA DI ROMA S.R.L., VIA ADOLFO CELI 38, 00139, Roma
Mat-Man srl, Viale Cortina d'Ampezzo 221, 221, Roma
Club Casa S.r.l., Via Sirte 38, 00199, Roma
Affiliato Tecnocasa: STUDIO S. PAOLO '95 S.R.L., via g. chiabrera  70, 00145, Roma
doriana, via cinquefrondi 117, 117, Roma
Prometeo Agenzia Immobiliare di Marino Lo Giudice, Via F.A. Pigafetta 38, 00154, Roma
